name,username,party,text,datetime,n_comments,n_retweets,n_quotes,n_hearts
J.D. Vance,JDVance,Republican,"To be clear, @tedcruz, you’re on!",1736459040,231,"2,043",7,"6,694"
J.D. Vance,JDVance,Republican,Alright which Texas ice cream should I have Ted bring when the Buckeyes win?,1736505660,"4,844","4,895",277,"39,660"
J.D. Vance,JDVance,Republican,It’s an honor of a lifetime to be a part of certifying the election of President Donald J. Trump and Vice President-elect @JDVance!,1736463420,"1,483",JD Vance retweeted,101,"40,248"
J.D. Vance,JDVance,Republican,"Micheal Keaton should have won an Oscar for ""Multiplicity""",1736463540,"1,565","30,423",267,"13,526"
J.D. Vance,JDVance,Republican,Looking forward to Biden giving the Presidential Medal of Freedom (posthumously) to Pol Pot and Count Dracula.,1736459220,"10,112",173,"1,966","168,539"
J.D. Vance,JDVance,Republican,I was proud to stand with ⁦@berniemoreno⁩ and ⁦@DaveMcCormickPA⁩ as they were sworn in to the US Senate. Congrats to them and to all of our new senators!,1735919160,762,"3,543",59,"33,835"
J.D. Vance,JDVance,Republican,"I’m not endorsing a party in the German elections, as it’s not my country and we hope to have good relations with all Germans. But this is an interesting piece. 

Also interesting; American media slanders AfD as Nazi-lite, But AfD is most popular in the same areas of Germany that were most resistant to the Nazis.",1735833720,"3,649","6,565","1,191","55,542"
J.D. Vance,JDVance,Republican,Heartbreaking violence last night in New Orleans. Such a beautiful and great American city. May God bless the victims and their families.,1735816440,"2,970","12,102",329,"87,038"
J.D. Vance,JDVance,Republican,Happy new year!,1735735860,"10,670","13,063",962,"320,739"
J.D. Vance,JDVance,Republican,Community Notes wins again,1735696980,"2,738",JD Vance retweeted,203,"93,624"
J.D. Vance,JDVance,Republican,"I am admittedly biased, but I'm biased because Marc is a good dude. 

I don't believe Pearlstein's slander for a second.",1735664100,702,"10,425",85,"12,779"
J.D. Vance,JDVance,Republican,"We just won a Historic Landslide and Mandate from the American People, but Senate Democrats are organizing to improperly stall and delay the confirmation process of many of our Great Nominees. They will try all sorts of tricks starting very soon. Republicans must not allow them to do that. We have a Country to run, and many big problems to solve, mostly created by Democrats. REPUBLICANS, BE SMART AND TOUGH!!!",1735661340,"26,164",969,"3,102","357,497"
J.D. Vance,JDVance,Republican,Jimmy Carter dedicated his life to serving this country. Our thoughts and prayers go out to his loved ones. May he Rest in Peace.,1735663020,"1,365",JD Vance retweeted,115,"43,632"
J.D. Vance,JDVance,Republican,".@JDVance said it best: 

“One of the things you hear people say sometimes is that America is an idea. America is not just an idea. It is a group of people with a shared history and a common future. It is, in short, a nation.”",1735595700,566,"61,327",198,"19,280"
J.D. Vance,JDVance,Republican,Baking some Vance family biscuits with the world’s best three-year-old sous chef. Merry Christmas everyone!,1735644660,"9,753","3,447","1,877","208,479"
J.D. Vance,JDVance,Republican,"Elon is borderline prophetic on collapsing family formation, though to be fair others have also sounded the alarm. It’s a complicated problem but a main driver is the unaffordabiity  of middle class life. 

We will fight hard to fix this. We must.",1735500660,709,JD Vance retweeted,120,"8,691"
J.D. Vance,JDVance,Republican,"Making it affordable for a hardworking young person to afford a family is the core of “America First.” 

Too many have bought the lie that the path to prosperity is to flood the nation with cheap labor. 

In the next administration, we’ll fight for American workers.",1735499400,"2,877","3,029",602,"56,854"
J.D. Vance,JDVance,Republican,"Very odd that this happened, as Scalia died before Trump ever served as President.  (This is a supposed expert on “propaganda.”)",1735311180,87,"17,198",6,895
J.D. Vance,JDVance,Republican,,1735079460,"2,593",658,397,"64,914"
J.D. Vance,JDVance,Republican,I wonder how much money this person’s employer gets from the American taxpayer?,1735060140,739,"7,152",110,"10,059"
J.D. Vance,JDVance,Republican,It’s so dangerous for people to control their borders. So so dangerous.   The dangerous level is off the charts.,1735059600,"2,807",JD Vance retweeted,696,"90,665"
J.D. Vance,JDVance,Republican,Our prayers go to the people affected by this terrible attack on a Christmas market in Germany. What a ghastly attack so close to Christmas.,1735057140,747,167,89,"34,644"
J.D. Vance,JDVance,Republican,Who was driving the car?,1734954900,"11,849","5,639","1,954","274,443"
J.D. Vance,JDVance,Republican,"President Trump commits big time to eliminating government waste during his next administration. 

So of course, Democrat leadership is whining that they're not getting their 1,500 page spending bill before his inauguration.",1734954540,"2,895",507,263,"48,396"
J.D. Vance,JDVance,Republican,"A statement from President Donald J. Trump and Vice President-Elect JD Vance:

The most foolish and inept thing ever done by Congressional Republicans was allowing our country to hit the debt ceiling in 2025. It was a mistake and is now something that must be addressed. 

Meanwhile, Congress is considering a spending bill that would give sweetheart provisions for government censors and for Liz Cheney. The bill would make it easier to hide the records of the corrupt January 6 committee—which accomplished nothing for the American people and hid security failures that happened that day. This bill would also give Congress a pay increase while many Americans are struggling this Christmas. 
 
Increasing the debt ceiling is not great but we’d rather do it on Biden’s watch. If Democrats won’t cooperate on the debt ceiling now, what makes anyone think they would do it in June during our administration? Let’s have this debate now. And we should pass a streamlined spending bill that doesn’t give Chuck Schumer and the Democrats everything they want.
 
Republicans want to support our farmers, pay for disaster relief, and set our country up for success in 2025. The only way to do that is with a temporary funding bill WITHOUT DEMOCRAT GIVEAWAYS combined with an increase in the debt ceiling. Anything else is a betrayal of our country.
 
Republicans must GET SMART and TOUGH. If Democrats threaten to shut down the government unless we give them everything they want, then CALL THEIR BLUFF. It is Schumer and Biden who are holding up aid to our farmers and disaster relief.
 
THIS CHAOS WOULD NOT BE HAPPENING IF WE HAD A REAL PRESIDENT. WE WILL IN 32 DAYS!",1734546480,"7,638","29,189","2,569","127,900"
J.D. Vance,JDVance,Republican,"What should you do? 

Accept it as a sweet gesture and stop being a weirdo. 

Or: consider that the woman praying for her neighbors has it more figured out than the person whining to the paper.",1734531720,"2,168","3,435",324,"38,767"
J.D. Vance,JDVance,Republican,"My Dad on the left…My great grandmother on my Dad’s side was a Vance from Glasgow,KY. I think I’m related to the VP Elect🇺🇸 ⁦Hey @JDVance⁩ when’s the family reunion?",1734290340,"1,830",JD Vance retweeted,138,"37,554"
J.D. Vance,JDVance,Republican,🇺🇸🇺🇸🇺🇸,1734220140,"2,412","3,556",823,"78,535"
J.D. Vance,JDVance,Republican,"Daniel’s a good guy, and New York’s mob district attorney tried to ruin his life for having a backbone.  

I’m grateful he accepted my invitation and hope he’s able to have fun and appreciate how much his fellow citizens admire his courage.",1734088560,"3,694","5,664",803,"117,277"
J.D. Vance,JDVance,Republican,"Barack Obama was also Time’s person of the year.  So was Bill Clinton. 

One of President Trump’s great contributions to American society is revealing that many of our respected career bureaucrats are, in fact, fools.",1734084720,"2,073","14,623",244,"57,041"
J.D. Vance,JDVance,Republican,"For those keeping score at home, this was labeled a dangerous conspiracy theory months ago.",1734086220,"4,815","7,192","1,421","181,430"
J.D. Vance,JDVance,Republican,“It’s 9:48am shouldn’t you be making money?!” @JDVance on the Trading Room floor 🤣🇺🇸,1734026520,363,"43,767",229,"26,663"
J.D. Vance,JDVance,Republican,"Ready to ring the bell on the New York Stock Exchange.
President Trump will lead a great American comeback!",1734016020,"2,205",JD Vance retweeted,240,"66,337"
J.D. Vance,JDVance,Republican,"You were misled by a bureaucrat. That's actually a story, just not the one you wanted to print. 

The effort to tank Hegseth's nomination is one of the most coordinated smear campaigns I've ever seen in DC.",1734004440,"1,346","3,208",202,"61,856"
J.D. Vance,JDVance,Republican,"It was great to see our next Vice President @JDVance last night.

Great things to come!",1734000840,"1,091","5,374",63,"23,446"
J.D. Vance,JDVance,Republican,"An honour to catch up with incoming Vice-President @JDVance. At a fraught time, America is blessed to have leadership of such calibre.",1733937960,"1,172","11,864",163,"18,196"
J.D. Vance,JDVance,Republican,The endorsements that really matter.,1733919000,557,JD Vance retweeted,52,"45,179"
J.D. Vance,JDVance,Republican,,1733914980,409,"1,966",260,"8,327"
J.D. Vance,JDVance,Republican,"I have not said much about this case out of fear of (negatively) influencing the jury. 

But thank God justice was done in this case. It was a scandal Penny was ever prosecuted in the first place.",1733834400,"2,133",JD Vance retweeted,350,"176,129"
J.D. Vance,JDVance,Republican,Turns out Phil Mickelson is super based and I am HERE FOR IT.,1733837280,456,"1,430",65,"29,432"
J.D. Vance,JDVance,Republican,"Many of ""the rebels"" are a literal offshoot of ISIS. One can hope they've moderated. Time will tell.",1733834880,914,"5,287",199,"18,890"
J.D. Vance,JDVance,Republican,"As President Trump said, this is not our fight and we should stay out of it. 

Aside from that, opinions like the below make me nervous. The last time this guy was celebrating events in Syria we saw the mass slaughter of Christians and a refugee crisis that destabilized Europe.",1733776680,"3,020",JD Vance retweeted,777,"74,611"
J.D. Vance,JDVance,Republican,"Opposition fighters in Syria, in an unprecedented move, have totally taken over numerous cities, in a highly coordinated offensive, and are now on the outskirts of Damascus, obviously preparing to make a very big move toward taking out Assad. Russia, because they are so tied up in Ukraine, and with the loss there of over 600,000 soldiers, seems incapable of stopping this literal march through Syria, a country they have protected for years. This is where former President Obama refused to honor his commitment of protecting the RED LINE IN THE SAND, and all hell broke out, with Russia stepping in. But now they are, like possibly Assad himself, being forced out, and it may actually be the best thing that can happen to them. There was never much of a benefit in Syria for Russia, other than to make Obama look really stupid. In any event, Syria is a mess, but is not our friend, & THE UNITED STATES SHOULD HAVE NOTHING TO DO WITH IT. THIS IS NOT OUR FIGHT. LET IT PLAY OUT. DO NOT GET INVOLVED!",1733757060,"36,598","1,252","9,384","465,893"
J.D. Vance,JDVance,Republican,"Great to see the leader of the UK conservatives, ⁦@KemiBadenoch⁩ during her trip to the US. We discussed many topics, but I was unable to persuade her that coffee is much better than tea. Cheers, Kemi!",1733613300,"2,606","6,759",619,"100,376"
J.D. Vance,JDVance,Republican,For those wondering what this is all about: temporary shelter assistance is a program that exists to help people who have been made homeless by a natural disaster. We want to make sure everyone in NC has a home--even a temporary home--this Christmas season!,1733570100,336,"2,227",48,"13,795"
J.D. Vance,JDVance,Republican,"One of the things that came up during my visit to NC yesterday is that a lot of families believe their temporary shelter assistance has expired. That's actually not true. If you're in Western NC, this assistance has been extended. 

The list of cooperating hotels can be found at femaemergencyhotels.com

To use that hotel locator, you need your registration number. If you live in Western NC and forgot your number, please call 800-621-3362.",1733570040,"1,362","17,690",494,"68,023"
J.D. Vance,JDVance,Republican,"Usha and I spent the day in Western NC visiting with families and first responders affected by the storms and the flooding.

We will never forget you, and we will work hard in the coming months and years to help you rebuild. 

God bless you North Carolina and we'll see you soon!",1733512380,"2,478","13,866",508,"89,695"
J.D. Vance,JDVance,Republican,"Bridge Colby makes a great point here. The ""advice and consent"" power of the senate is not a blanket veto authority.

The problem at DoD is that we keep losing wars, procurement is broken, and morale is so low we have a recruitment crisis. 

Pete was nominated to fix this.",1733486880,960,"4,999",135,"20,796"
J.D. Vance,JDVance,Republican,"Led by President Trump, we're fighting for Pete Hegseth. And we're doing so because Pete Hegseth wil fight for our troops.

For too long, the Pentagon has been led by people who lose wars. Pete Hegseth is a man who fought in those wars.

We've got his back.",1733478720,"4,668","24,281",971,"115,755"
J.D. Vance,JDVance,Republican,"Canada has seen a number of church burnings in recent years thanks to anti-Christian bigotry. 

All over the world, Christians are the most persecuted religious group. 

Jamil is speaking the truth. Shame on journalists who refuse to see what's obvious.",1733481660,"4,000","9,239",895,"56,807"
J.D. Vance,JDVance,Republican,Congrats to @DavidSacks!,1733481060,476,"1,916",51,"23,429"
J.D. Vance,JDVance,Republican,Huge. Thanks to Katie for her leadership.,1733404260,554,"3,370",36,"25,732"
J.D. Vance,JDVance,Republican,"Pete Hegseth's mom on Fox and Friends this morning defending her son. She points out that she sent an emotional email, and then apologized two hours later. 

The media never talks about the apology because they're trying to destroy him, not tell the truth.",1733437620,"4,527","13,311",649,"69,160"
J.D. Vance,JDVance,Republican,And he hasn’t even been inaugurated yet,1733435880,348,JD Vance retweeted,46,"5,998"
J.D. Vance,JDVance,Republican,John Bolton has been wrong about everything so I guess Kash must be pretty awesome.,1733424840,"2,543","1,004",324,"83,354"
J.D. Vance,JDVance,Republican,"Anyone who tries to argue that Kash Patel is not qualified for FBI director role is wrong. He served as a top attorney for House Intelligence Committee, then led counterterrorism efforts for the White House in the first Trump term. He is the definition of qualified for the job.",1733421780,294,"11,879",35,"10,004"
J.D. Vance,JDVance,Republican,"To the OSU seniors on that team: 

I know it sucks to lose four to Michigan, but for your entire college career you guys have conducted yourselves like champions. I speak for nearly all of us fans when I say: we’re proud of you!",1733308440,"1,633",JD Vance retweeted,610,"34,698"
J.D. Vance,JDVance,Republican,"She’s so proud of publishing a 6 year old private email between a mother and her son that she’s offering you a way around the NYT paywall. 

President Trump is right about scum like this — #EnemyOfThePeople",1733078700,304,"1,524",14,"4,195"
J.D. Vance,JDVance,Republican,,1733068860,"14,588","1,787","7,990","203,812"
J.D. Vance,JDVance,Republican,"Happy Thanksgiving everyone! Despite our challenges, we remain the greatest nation in the world, and I'm very grateful for it--and for all of you!",1733047380,"3,897",JD Vance retweeted,243,"154,483"
J.D. Vance,JDVance,Republican,It’s important for our friends and neighbors to not let poison into our country. If they fail to meet this basic obligation they’re going to pay up.,1733002680,"4,692",782,755,"73,042"
J.D. Vance,JDVance,Republican,"If Donald J. Trump had lost an election, he may very well have spent the rest of his life in prison.

These prosecutions were always political. Now it's time to ensure what happened to President Trump never happens in this country again.",1732990680,"4,739","16,526",768,"109,864"
J.D. Vance,JDVance,Republican,"Senator @Eric_Schmitt: ""Pam Bondi is a smart, capable, tough person who I think is going to restore respect in that department.""

WELKER: ""So she has your vote, Senator?""

SCHMITT: ""Oh absolutely... This is a home run by President Trump.""",1732447200,227,JD Vance retweeted,21,"5,896"
J.D. Vance,JDVance,Republican,😂,1732393860,"4,898",903,633,"217,497"
J.D. Vance,JDVance,Republican,I’m extremely grateful for the work Matt put into the nomination process. He made his decision to withdraw entirely out of respect for President Trump’s administration. Matt is a patriot and I look forward to seeing what he does next.,1732393260,"4,180",JD Vance retweeted,325,"66,737"
J.D. Vance,JDVance,Republican,"Donald J. Trump just won a major electoral victory. His coattails turned a 49-51 senate to a 53-47 senate.

He deserves a cabinet that is loyal to the agenda he was elected to implement.",1732210080,"7,290","20,577","1,209","241,401"
J.D. Vance,JDVance,Republican,Congrats to Howard on this nomination!,1732199040,539,"6,813",16,"14,443"
J.D. Vance,JDVance,Republican,Thank you @SheehyforMT. I’m grateful for your support and continued service to our great nation.  🇺🇸,1732104840,590,"33,944",30,"21,450"
J.D. Vance,JDVance,Republican,🤣🤣🤣,1732044360,"1,247","1,384",184,"109,858"
J.D. Vance,JDVance,Republican,Saying true things about American public policy? The horror!,1732042860,"1,006",JD Vance retweeted,89,"53,721"
J.D. Vance,JDVance,Republican,"They're attacking Pete Hegseth for having a Christian motto tattooed on his arm. This is disgusting anti-Christian bigotry from the AP, and the entire organization should be ashamed of itself.",1731959280,"7,008","2,074","1,439","114,339"
J.D. Vance,JDVance,Republican,"I am thrilled to announce Robert F. Kennedy Jr. as The United States Secretary of Health and Human Services (HHS). For too long, Americans have been crushed by the industrial food complex and drug companies who have engaged in deception, misinformation, and disinformation when it comes to Public Health. The Safety and Health of all Americans is the most important role of any Administration, and HHS will play a big role in helping ensure that everybody will be protected from harmful chemicals, pollutants, pesticides, pharmaceutical products, and food additives that have contributed to the overwhelming Health Crisis in this Country. Mr. Kennedy will restore these Agencies to the traditions of Gold Standard Scientific Research, and beacons of Transparency, to end the Chronic Disease epidemic, and to Make America Great and Healthy Again!",1731951660,"49,321","8,092","24,166","874,025"
J.D. Vance,JDVance,Republican,"Robert F Kennedy Jr will be The Secretary of Health and Human Services!
Promises Made Promises Kept 🇺🇸🇺🇸🇺🇸",1732012800,"3,654","5,854",990,"114,639"
J.D. Vance,JDVance,Republican,"The main issue with Matt Gaetz is that he used his office to prosecute his political opponents and authorized federal agents to harass parents who were peacefully protesting at school board meetings.

Oh wait, that's actually Merrick Garland, the current attorney general.",1731780900,"11,148","20,374","3,550","367,803"
J.D. Vance,JDVance,Republican,Eric is one of the best. He'll be a tremendous help to the president as we work to stop the weaponization of government against American citizens.,1731882300,753,JD Vance retweeted,24,"21,407"
J.D. Vance,JDVance,Republican,This is another fantastic pick by the president. Congrats @StephenM!,1731879660,"1,120","128,948",121,"45,303"
J.D. Vance,JDVance,Republican,Congratulations @RealTomHoman on being given responsibility for enforcing our borders!,1731697920,"8,853",JD Vance retweeted,"1,372","428,378"
J.D. Vance,JDVance,Republican,"Thank you to all the veterans out there for putting on this country's uniform. In a country blessed with incredible natural resources, perhaps the most valuable resource we have is that millions of people are willing to serve in uniform. 

We are grateful to you!",1731694080,"4,896","14,443",451,"180,727"
J.D. Vance,JDVance,Republican,Happy Birthday to my fellow Marines! 249 years and counting!,1731607980,"4,810","66,609",569,"215,912"
J.D. Vance,JDVance,Republican,"One of the most important skills I see in successful (and good) people is to constantly reevaluate assumptions. They make predictions based on various inputs, some of them unknown, and reevaluate based on what they got right and wrong. They trust people not because they're always right--no one is--but because if you're constantly seeking the truth it's easy to identify those who are doing the same. 

If you were confident that Donald J. Trump was going to lose, maybe you should question what else you ""know"" about him. Maybe the people who misled you about his electoral chances have misled you about other things. 

In the words of Cormac McCarthy, ""If the rule you followed brought you to this, of what use was the rule?""",1731607500,"5,362","2,243","2,396","168,278"
J.D. Vance,JDVance,Republican,This is great news. Susie was a huge asset to President Trump on the campaign and will be a huge asset in the White House. She's also just a really good person. Onward!,1731534660,"2,519","5,431",590,"145,085"
J.D. Vance,JDVance,Republican,"THANK YOU! 

To my beautiful wife for making it possible to do this. 

To President Donald J. Trump, for giving me such an opportunity to serve our country at this level. 

And to the American people, for their trust. I will never stop fighting for ALL of you.",1731331740,"30,149",JD Vance retweeted,"2,752","911,308"
J.D. Vance,JDVance,Republican,"Have you voted yet? 

If not, it's really simple: if you think groceries should be more affordable and the border should be secure, get out there and vote for Donald J. Trump. 

Kamala Harris broke it and Trump will fix it, but only if you get out there and vote for him!",1730835840,"2,953","9,848",194,"89,100"
J.D. Vance,JDVance,Republican,Go vote! Do it right now!,1730829600,"4,162","18,464",570,"175,098"
J.D. Vance,JDVance,Republican,"POTUS speaks the truth. Stay in line. They have to let you vote. 

So far, things look good, but still very early. We could still win or lose this thing. Get out there and vote.",1730823120,"1,749","18,315",231,"112,306"
J.D. Vance,JDVance,Republican,"We're hearing a lot about long lines and high enthusiasm. Get in line, stay in line, and VOTE. 

Today is the day we take back our country.",1730818980,"3,561","29,447",593,"244,319"
J.D. Vance,JDVance,Republican,SwampTheVoteUSA.com,1730809200,215,644,10,"6,659"
J.D. Vance,JDVance,Republican,Atlas turns 1 today. You know what he wants for his birthday? For you to get out there and vote for Donald J. Trump for president (and his dad for veep),1730803800,"14,900","31,984","3,088","492,164"
J.D. Vance,JDVance,Republican,"Day one for Kamala Harris was 1,400 days ago. If she actually believed in anything she promised to do during this campaign, she would've done it already.

President Trump will secure the border and save our economy. Make sure you vote tomorrow🇺🇸",1730803800,"1,447","9,188",169,"67,121"
J.D. Vance,JDVance,Republican,"Kamala Harris said she wants to raise your taxes and send your money to EV companies that make their cars in China.

Donald Trump will cut your taxes and pressure companies to make their products right here in America.",1730769180,"1,693","7,436",112,"44,220"
J.D. Vance,JDVance,Republican,"Great seeing Former WI Governor Tommy Thompson at our event in La Crosse this morning!

Wisconsin is ready to put Donald J. Trump back in the White House 🇺🇸",1730754840,502,"1,535",25,"11,270"
J.D. Vance,JDVance,Republican,"Make Six Packs Great Again. 

Vote for Donald J. Trump🇺🇸",1730736720,"7,704","28,857","2,837","273,226"
J.D. Vance,JDVance,Republican,New Hampshire is fired up to elect Donald Trump and Make America Great Again! 🇺🇸,1730727360,945,"4,370",81,"29,996"
J.D. Vance,JDVance,Republican,"The only thing that’s broken about this country is the failed leadership of Kamala Harris.

Donald Trump will fix it.",1730682780,"2,423","9,760",181,"65,930"
J.D. Vance,JDVance,Republican,"THANK YOU SELMA, NC!",1730662440,882,"1,798",45,"17,149"
J.D. Vance,JDVance,Republican,"In four days, we’re going to give this country the leadership it deserves.

Vote Trump. Save America 🇺🇸",1730498040,"3,120","12,795",358,"91,320"
J.D. Vance,JDVance,Republican,"Thanks to Kamala Harris's policies, America lost 46,000 manufacturing jobs in the last month. We can do better, and we will. 

swampthevoteusa.com",1730477340,"1,324","5,630",153,"21,691"
J.D. Vance,JDVance,Republican,"As one of the Marines sent to fight your daddy’s bullshit war I just need you to know active duty and veterans say this about you and those like you all the time. We are not petty, vindictive, cruel or unstable. We’re amputated, mangled, stressed and fed up.",1730474280,"2,751",JD Vance retweeted,"1,121","90,603"
J.D. Vance,JDVance,Republican,"In 2022, Marist had my Ohio Senate race tied. I won by more than 6. 

Stop worrying about polls and go get people to the polls. I am 100 percent sure we have the electorate we need to win. What we need is to work hard over the next 4 days. 

Swampthevoteusa.com",1730457660,"1,821","24,138",652,"58,343"
J.D. Vance,JDVance,Republican,"If you are in PA waiting in line to vote, and someone tells you to get out of line, then record them and send it to me on X.",1730445000,594,"12,676",133,"16,865"
J.D. Vance,JDVance,Republican,"This is illegal, and @JoshShapiroPA should do something about operatives in his own party depriving people of their right to vote. If he doesn't, he is complicit in voter fraud.",1730459760,"1,948","4,466",324,"65,704"
J.D. Vance,JDVance,Republican,"If you are in line, stay in line! If someone tells you to get out of line or to go home, take a video of them! 

If you commit voter fraud, or try to deprive people of their right to vote, we will prosecute you!",1730371980,"2,474","16,676",551,"112,465"
J.D. Vance,JDVance,Republican,"This is a massive victory for election integrity in Pennsylvania.

We have to swamp the vote and ensure every legitimate vote is counted. Make sure you've got a plan to vote:

SwampTheVoteUSA.com",1730309340,786,"4,672",38,"28,174"
J.D. Vance,JDVance,Republican,"One of Kamala Harris's biggest donors is doubling down on calling half the country ""garbage."" 

Will Kamala and her campaign return his contributions? Or will they continue to insult half of the country for the sin of thinking Kamala Harris isn't good at her job?",1730301780,"2,985","9,439",263,"40,415"
J.D. Vance,JDVance,Republican,"A mother mourning her son who died of a fentanyl overdose is not garbage. A truck driver who can't afford rising diesel prices is not garbage. A father who wants to afford groceries is not garbage. 

Kamala Harris and Joe Biden ought to be ashamed of themselves.",1730278260,"10,482","48,973","2,335","214,930"
J.D. Vance,JDVance,Republican,Will the networks that obsessively covered a joke from a comedian at a Trump rally cover the fact that the Kamala Harris campaign is insulting half of the country? Will they even report honestly on this disgusting behavior from our present leadership?,1730246040,"1,323","2,715",164,"17,192"
J.D. Vance,JDVance,Republican,"Here's the actual video.

The fact that these ""journalists"" are covering for a catastrophic error from Kamala's campaign is a scandal.",1730244360,891,"5,288",371,"22,106"
J.D. Vance,JDVance,Republican,"""The only garbage I see floating out there is his supporters."" That's a direct quote. That's what Kamala Harris's boss said. This is how Politico decided to report it:

Do @JonLemire @alexanderburns @politico have an ounce of integrity? Will they correct this obvious falsehood?",1730237400,"6,390","22,921","1,560","106,942"
J.D. Vance,JDVance,Republican,"This is disgusting. Kamala Harris and her boss Joe Biden are attacking half of the country. 

There's no excuse for this. I hope Americans reject it.",1730239860,"11,065","12,499","2,211","72,192"
J.D. Vance,JDVance,Republican,Election Day is One Week Away and these folks in Michigan are FIRED UP to put @realDonaldTrump back in the White House!🇺🇸,1730239800,464,"1,496",33,"10,961"
J.D. Vance,JDVance,Republican,Kamala Harris broke it. Donald Trump will fix it.,1730239620,"2,021","6,911",180,"48,995"
J.D. Vance,JDVance,Republican,"From Wausau to Racine, another great day on the trail! Thank you Wisconsin!",1730236920,689,"1,184",19,"9,799"
J.D. Vance,JDVance,Republican,"Jocelyn Nungaray should be alive today.

If Kamala Harris did her job and secured the southern border, she still would be.",1730233980,"1,016","5,486",129,"23,671"
J.D. Vance,JDVance,Republican,These guys weren't fighting to open the borders of their own nation or give taxpayer funded sex changes to illegal aliens. Sorry!,1730233140,"2,165","6,312","1,153","44,066"
J.D. Vance,JDVance,Republican,Many (though their numbers are dwindling) are still with us. I'd love to see a real poll of the guys who actually did fight the Nazis. I'd bet a lot of money over 75 percent of them are voting to Make America Great Again.,1730199240,799,684,139,"13,027"
J.D. Vance,JDVance,Republican,"There are so many reasons this is ridiculous, but here's one:

Who do you actually think the gross majority of the men who stormed the beaches at Normandy would vote for? 

The answer is obvious: Donald J. Trump.",1730156040,"8,484","7,059","2,002","73,484"
J.D. Vance,JDVance,Republican,"Watching @realDonaldTrump live at Madison Square Garden in New York City.

Let's go win this thing #MAGA",1730138940,"1,362","2,209",67,"22,412"
J.D. Vance,JDVance,Republican,"I'd rather have a president who fires people who aren't doing a good job rather than protecting them. 

When you protect people who fail, like Kamala Harris does, you get the disastrous Afghanistan withdrawal and sky high inflation. 

Bring accountability back!",1730127360,"3,697","9,633",307,"51,667"
J.D. Vance,JDVance,Republican,"Donald Trump is the candidate who is going to lower the cost of groceries and secure our southern border.

Kamala Harris would only bring more of the high prices and border chaos from the past four years.",1730117640,"2,337","4,605",187,"28,260"
J.D. Vance,JDVance,Republican,"Q: ""What do you say to a school like Harrisburg that doesn't have the business district and is redlined in such a way that the resources will never come?

@JDVance: ""We got to look at how much are we spending per kid and we want to make sure each kid has an equal amount spent on them. If a kid in Harrisburg is getting half the resources as a kid in some other community, that's a problem.""",1730117580,274,JD Vance retweeted,14,"3,181"
J.D. Vance,JDVance,Republican,This was fun!,1730117460,458,534,14,"14,831"
J.D. Vance,JDVance,Republican,"What a patriot. 

x.com/remakingmanhood/status…",1729968360,"5,213","6,227","1,289","56,496"
J.D. Vance,JDVance,Republican,".@JDVance: ""Here's my message to Kamala Harris: Stop censoring your fellow citizens, try to persuade them and you might actually get somewhere. Stop telling people they're racist because they want their children to go to schools with kids who speak the English language. Stop telling American citizens they're bad people because they don't want fentanyl flooding their communities. Stop telling the American people they don't deserve to have smaller hospital wait times. Stop telling the American people they're bad for wanting a secure southern border.""",1729948080,747,JD Vance retweeted,147,"34,853"
J.D. Vance,JDVance,Republican,"Please say a prayer for Jo Ann Davidson, a trailblazing public servant for the people of Ohio. She died at 97, after a lifetime of service--including serving as the first female Speaker of the House. Usha and I send our best to her friends and family.",1729863780,629,"8,344",31,"26,493"
J.D. Vance,JDVance,Republican,Episode out tomorrow,1729859760,"1,045","2,178",175,"37,642"
J.D. Vance,JDVance,Republican,"For example: I sleep less than most people. Not saying it's good or bad, just the way I'm constituted. Trump sleeps less than I do, does as many (or more) events, and will still randomly call me to check on my family. It's the craziest thing.",1729851540,371,JD Vance retweeted,17,"5,902"
J.D. Vance,JDVance,Republican,"Having seen this up close, Trump's energy level is off the charts.",1729851180,845,"1,697",54,"16,211"
J.D. Vance,JDVance,Republican,"I'm so proud of my mom. 

washingtonexaminer.com/premi…",1729850640,"1,637",604,174,"59,466"
J.D. Vance,JDVance,Republican,"Kamala Harris's anti-Catholic record is disgraceful and an insult to millions of Americans.

My op-ed in the Pittsburgh Post-Gazette⬇️

post-gazette.com/opinion/gue…",1729849080,"2,252","1,861",280,"25,598"
J.D. Vance,JDVance,Republican,"Donald Trump will secure the southern border and get our economy back on track.

Kamala Harris will only bring four more years of failure.",1729773780,"1,306","5,786",87,"18,713"
J.D. Vance,JDVance,Republican,"The United States should fight against the persecution of Christians all over the world, and it will when President Trump is back in the White House. 

Kamala Harris has done nothing.",1729715100,"3,188","5,710",513,"40,628"
J.D. Vance,JDVance,Republican,"On behalf of every American who has lost a loved one due to this border crisis, we're going to kick some cartel ass when President Donald J. Trump takes office.",1729712760,"2,131","3,152",367,"75,746"
J.D. Vance,JDVance,Republican,"Donald Trump has fundamentally reshaped the GOP and made it the political party for working people.

Had a great time talking to @TheoVon about this and much more.",1729687560,"2,715","7,688",230,"49,738"
J.D. Vance,JDVance,Republican,"Governor Brian Kemp has done a good job for the people of Georgia. 

I'm grateful he's supporting President Trump in this race and fighting to bring some common sense back to the federal government.",1729616880,"1,326","12,532",99,"15,484"
J.D. Vance,JDVance,Republican,,1729520160,"1,484","7,164",379,"61,330"
